Name,Type,Size,Location
DMAChannel29_MemToMem,.data,16 (0x10),DMA_config.o
DMAChannel6_UARTChannel5RX,.data,16 (0x10),DMA_config.o
DMAChannel7_UARTChannel5TX,.data,16 (0x10),DMA_config.o
DMAChannel8_UARTChannel0RX,.data,16 (0x10),DMA_config.o
DMAChannel9_UARTChannel0TX,.data,16 (0x10),DMA_config.o
DMA_ChannelsConfigRX,.data,32 (0x20),DMA_config.o
DMA_ChannelsConfigTX,.data,32 (0x20),DMA_config.o
DMA_ControlTable_Arr,.data,48 (0x30),DMA_config.o
DMA_ControlTable_PeripheralScatterGatherArr,.data,48 (0x30),DMA_config.o
Pt_DMAChannel0_MemToMem,.data,4 (0x4),DMA_config.o
Pt_DMAChannel1_MemToMem,.data,4 (0x4),DMA_config.o
Pt_DMAChannel28_MemToMem,.data,4 (0x4),DMA_config.o
Pt_DMAChannel29_MemToMem,.data,4 (0x4),DMA_config.o
EXTIAIntHandler,.text,20 (0x14),GPIO.o
EXTIBIntHandler,.text,20 (0x14),GPIO.o
EXTICIntHandler,.text,20 (0x14),GPIO.o
EXTIDIntHandler,.text,20 (0x14),GPIO.o
EXTIEIntHandler,.text,20 (0x14),GPIO.o
EXTIFIntHandler,.text,20 (0x14),GPIO.o
GPIO_TogglePinValue,.text,32 (0x20),GPIO.o
GPIO_ConfigureAlternateFunctionSelect,.text,72 (0x48),GPIO.o
GPIO_ConfigureAnalogModeSelect,.text,2 (0x2),GPIO.o
GPIO_ConfigurePortControl,.text,40 (0x28),GPIO.o
GPIO_EXTIClearInterrupt,.text,32 (0x20),GPIO.o
GPIO_ConfigureInterruptMask,.text,72 (0x48),GPIO.o
GPIO_ToggleBitBandBits,.text,32 (0x20),GPIO.o
GPIO_ReadBitBandBits,.text,20 (0x14),GPIO.o
GPIO_WriteBitBandBits,.text,68 (0x44),GPIO.o
GPIO_EnableAFSEL_GPTM,.text,92 (0x5c),GPIO.o
GPIO_EnableAFSEL_UART,.text,112 (0x70),GPIO.o
RegisterCallbackFunction,.text,12 (0xc),GPIO.o
GPIO_BIT_BAND_Registers,.data,24 (0x18),GPIO.o
GPIO_AlternateFunctionSelect_Registers,.rodata,24 (0x18),GPIO.o
GPIO_InterruptClear_Registers,.rodata,24 (0x18),GPIO.o
GPIO_InterruptMask_Registers,.rodata,24 (0x18),GPIO.o
GPIO_PortControl_Registers,.rodata,24 (0x18),GPIO.o
GPIO_ConfigurePin_PF2,.data,2 (0x2),GPIO_config.o
GPIO_ConfigurePin_PF3,.data,2 (0x2),GPIO_config.o
GPIO_AFSELUARTConfig_ArrPtrStruct,.rodata,32 (0x20),GPIO_config.o
GPIO_TimerAFSELConfig_ArrPtrStruct,.rodata,48 (0x30),GPIO_config.o
Timer0A_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer0B_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer1A_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer1B_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer2A_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer2B_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer3A_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer3B_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer4A_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer4B_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer5A_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer5B_32_64Bit,.rodata,3 (0x3),GPIO_config.o
UART0_AFSELConfig,.rodata,3 (0x3),GPIO_config.o
UART1_AFSELConfig,.rodata,3 (0x3),GPIO_config.o
UART2_AFSELConfig,.rodata,3 (0x3),GPIO_config.o
UART3_AFSELConfig,.rodata,3 (0x3),GPIO_config.o
UART4_AFSELConfig,.rodata,3 (0x3),GPIO_config.o
UART5_AFSELConfig,.rodata,3 (0x3),GPIO_config.o
UART6_AFSELConfig,.rodata,3 (0x3),GPIO_config.o
UART7_AFSELConfig,.rodata,3 (0x3),GPIO_config.o
GPTM_InitializePWM,.text,276 (0x114),GPTM.o
GPTM_GeneratePWM,.text,144 (0x90),GPTM.o
GPTM_InitializeDelayMode,.text,204 (0xcc),GPTM.o
GPTM_GenerateDelay,.text,136 (0x88),GPTM.o
GPTM_32BitTimerB_IntervalLoad,.rodata,24 (0x18),GPTM.o
GPTM_32BitTimerB_Match,.rodata,24 (0x18),GPTM.o
GPTM_32_64_BitTimerA_IntervalLoad,.rodata,24 (0x18),GPTM.o
GPTM_32_64_BitTimerA_Match,.rodata,24 (0x18),GPTM.o
GPTM_ConfigurationRegisters,.rodata,48 (0x30),GPTM.o
GPTM_Control,.rodata,48 (0x30),GPTM.o
GPTM_ICRRegisters,.rodata,48 (0x30),GPTM.o
GPTM_RISRegisters,.rodata,48 (0x30),GPTM.o
GPTM_TimerMode,.rodata,96 (0x60),GPTM.o
GPTM_Config_ArrPtrStruct,.data,48 (0x30),GPTM_config.o
GPTM_Config_32BitTimer0A,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer0B,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer1A,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer1B,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer2A,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer2B,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer3A,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer3B,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer4A,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer4B,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer5A,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer5B,.rodata,4 (0x4),GPTM_config.o
HC05_Initialization,.text,24 (0x18),HC-05.o
HC05_Initialization_DMA,.text,28 (0x1c),HC-05.o
HC05_SendString_DMA,.text,26 (0x1a),HC-05.o
HC05_ReceiveString_DMA,.text,26 (0x1a),HC-05.o
HC05_ReadChar,.text,12 (0xc),HC-05.o
HC05_WriteChar,.text,12 (0xc),HC-05.o
HC05_WriteString,.text,24 (0x18),HC-05.o
UnusedFunc1,.text,8 (0x8),main.o
ListA,.data,4 (0x4),main.o
ListB,.data,4 (0x4),main.o
ListC,.data,4 (0x4),main.o
ListD,.data,8 (0x8),main.o
ListE,.data,8 (0x8),main.o
ListF,.data,8 (0x8),main.o
SourceBufferUART,.data,8 (0x8),main.o
SourceIndexCounterDMA,.data,4 (0x4),main.o
SourceIndexCounterDMA356,.data,4 (0x4),main.o
charater1,.data,1 (0x1),main.o
ptr_charater1,.data,4 (0x4),main.o
unused_var1,.data,4 (0x4),main.o
unused_var2,.data,4 (0x4),main.o
NVIC_Set_Pending,.text,32 (0x20),NVIC.o
NVIC_Clear_Pending,.text,36 (0x24),NVIC.o
NVIC_SetPriorityGrouping,.text,30 (0x1e),NVIC.o
NVIC_AssignPriority,.text,140 (0x8c),NVIC.o
Clear_Pending_Register,.rodata,16 (0x10),NVIC.o
Interrupt_Priority_Register,.rodata,32 (0x20),NVIC.o
Set_Pending_Register,.rodata,16 (0x10),NVIC.o
SC_Initialization,.text,188 (0xbc),SystemControl.o
SC_PWMClkIntialization,.text,60 (0x3c),SystemControl.o
SC_GetPWMFrequency,.text,44 (0x2c),SystemControl.o
SC_ADC_ClkIntialization,.text,24 (0x18),SystemControl.o
SC_PWMDIV,.rodata,8 (0x8),SystemControl.o
ConfigSystemSrc_PLL,.data,5 (0x5),SystemControl_Config.o
ConfigSystemSrc_PrecisionInternalOSC,.data,5 (0x5),SystemControl_Config.o
ConfigSystemSrc_PrecisionInternalOSC_DIV4,.data,5 (0x5),SystemControl_Config.o
PWM_Module0,.data,3 (0x3),SystemControl_Config.o
SystickHandler,.text,20 (0x14),SystickTimer.o
SysTickGenerateDelay_Polling,.text,60 (0x3c),SystickTimer.o
Systick_RegisterCallbackFunction,.text,12 (0xc),SystickTimer.o
Systick_ClearFlag,.text,8 (0x8),SystickTimer.o
UART0_IntHandler,.text,100 (0x64),UART.o
UART1_IntHandler,.text,100 (0x64),UART.o
UART2_IntHandler,.text,100 (0x64),UART.o
UART3_IntHandler,.text,100 (0x64),UART.o
UART4_IntHandler,.text,100 (0x64),UART.o
UART5_IntHandler,.text,100 (0x64),UART.o
UART6_IntHandler,.text,100 (0x64),UART.o
UART7_IntHandler,.text,100 (0x64),UART.o
UART_Initialization,.text,196 (0xc4),UART.o
UART_ConfigureInterruptSource,.text,104 (0x68),UART.o
UART_TransmitChar_Polling,.text,60 (0x3c),UART.o
UART_RecieveChar_Polling,.text,52 (0x34),UART.o
UART_TransmitChar_Interrupt,.text,76 (0x4c),UART.o
UART_RecieveChar_Interrupt,.text,72 (0x48),UART.o
UART_Transmit_DMA,.text,112 (0x70),UART.o
UART_Receive_DMA,.text,40 (0x28),UART.o
UART_DMA_Reload_PrimaryControlStructure,.text,56 (0x38),UART.o
UART_DMA_Reload_AlternateControlStructure,.text,56 (0x38),UART.o
UART_RecCharwTimeOut,.text,68 (0x44),UART.o
UART0_RegisterCallbackFunction,.text,12 (0xc),UART.o
UART1_RegisterCallbackFunction,.text,12 (0xc),UART.o
UART2_RegisterCallbackFunction,.text,12 (0xc),UART.o
UART3_RegisterCallbackFunction,.text,12 (0xc),UART.o
UART4_RegisterCallbackFunction,.text,12 (0xc),UART.o
UART5_RegisterCallbackFunction,.text,12 (0xc),UART.o
UART6_RegisterCallbackFunction,.text,12 (0xc),UART.o
UART7_RegisterCallbackFunction,.text,12 (0xc),UART.o
UART_InterruptNum_Arr,.data,8 (0x8),UART.o
UART_ClockConfigurationRegisters,.rodata,32 (0x20),UART.o
UART_ControlRegisters,.rodata,32 (0x20),UART.o
UART_DMAControlRegisters,.rodata,32 (0x20),UART.o
UART_DataRegisters,.rodata,32 (0x20),UART.o
UART_FlagRegisters,.rodata,32 (0x20),UART.o
UART_FractionalBaudRateDivisorRegisters,.rodata,32 (0x20),UART.o
UART_IntegerBaudRateDivisorRegisters,.rodata,32 (0x20),UART.o
UART_InterruptClearRegisters,.rodata,32 (0x20),UART.o
UART_InterruptFIFOLevelSelect,.rodata,32 (0x20),UART.o
UART_InterruptMaskRegisters,.rodata,32 (0x20),UART.o
UART_LineControlRegisters,.rodata,32 (0x20),UART.o
UARTChannel1_Config,.data,12 (0xc),UART_config.o
DMA_PeripheralInitialization,.text,44 (0x2c),DMA.o
DMA_EnableChannel,.text,20 (0x14),DMA.o
DMA_ChannelControlStructureSet,.text,200 (0xc8),DMA.o
DMA_ConfigureChannelSoftwareRequest,.text,48 (0x30),DMA.o
DMA_ConfigurePeripheralInterrupt,.text,38 (0x26),DMA.o
DMA_ConfigureChannelInterrupt,.text,52 (0x34),DMA.o
DMA_ConfigurePriority,.text,48 (0x30),DMA.o
DMA_AssignChannel,.text,40 (0x28),DMA.o
DMA_EnableChannelAttributes,.text,72 (0x48),DMA.o
GPIO_SetPinStatus,.text,72 (0x48),GPIO.o
GPIO_SetData,.text,72 (0x48),GPIO.o
GPIO_ConfigureDigitalEnable,.text,72 (0x48),GPIO.o
GPIO_ConfigureCommit,.text,72 (0x48),GPIO.o
GPIO_ConfigureOutputPin,.text,92 (0x5c),GPIO.o
GPIO_SetPinDirection,.text,72 (0x48),GPIO.o
GPIO_SetInputStatus,.text,32 (0x20),GPIO.o
GPIO_ConfigureInputPin,.text,104 (0x68),GPIO.o
main,.text,132 (0x84),main.o
NVIC_Enable_Interrupt,.text,32 (0x20),NVIC.o
NVIC_Clear_Interrupt,.text,36 (0x24),NVIC.o
Reset_Handler,.text,72 (0x48),startup.o
Default_Handler,.text,8 (0x8),startup.o
SC_GetSystemClock,.text,144 (0x90),SystemControl.o
SysTickConfigureClockSource,.text,14 (0xe),SystickTimer.o
SysTickGenerateDelay_Interrupt,.text,62 (0x3e),SystickTimer.o
DMA_ChannelControlWordRegisters,.rodata,128 (0x80),DMA.o
DMA_ChannelMapSelectRegisters,.rodata,16 (0x10),DMA.o
DestinationAddressPointerRegisters,.rodata,128 (0x80),DMA.o
SourceAddressPointerRegisters,.rodata,128 (0x80),DMA.o
GPIO_Data_Registers,.rodata,24 (0x18),GPIO.o
GPIO_DigitalEnable_Registers,.rodata,24 (0x18),GPIO.o
GPIO_Direction_Registers,.rodata,24 (0x18),GPIO.o
GPIO_LOCK_Registers,.rodata,24 (0x18),GPIO.o
GPIO_Port_Commit,.rodata,24 (0x18),GPIO.o
GPIO_PullUp_Registers,.rodata,24 (0x18),GPIO.o
Interrupt_Clear_Registers,.rodata,16 (0x10),NVIC.o
Interrupt_Enable_Registers,.rodata,16 (0x10),NVIC.o
SC_SYSDIV,.rodata,16 (0x10),SystemControl.o
DMAChannel30_MemToMem,.data,16 (0x10),load address 0x000008e0
DMAChannel30_MemToMem,.data,16 (0x10),DMA_config.o
Pt_DMAChannel30_MemToMem,.data,4 (0x4),load address 0x000008f0
Pt_DMAChannel30_MemToMem,.data,4 (0x4),DMA_config.o
GPIO_ConfigurePin_PF0,.data,2 (0x2),load address 0x000008f4
GPIO_ConfigurePin_PF0,.data,2 (0x2),GPIO_config.o
GPIO_ConfigurePin_PF1,.data,2 (0x2),load address 0x000008f6
GPIO_ConfigurePin_PF1,.data,2 (0x2),GPIO_config.o
GPIO_ConfigurePin_PF4,.data,2 (0x2),load address 0x000008f8
GPIO_ConfigurePin_PF4,.data,2 (0x2),GPIO_config.o
DMA_ErrorHandler_Callback,.bss,128 (0x80),DMA.o
DMA_SoftwareTransfer_Callback,.bss,128 (0x80),DMA.o
ScatterGatherFlag,.bss,1 (0x1),DMA.o
handlerCounter,.bss,4 (0x4),DMA.o
ui8ControlTable,.bss,1024 (0x400),DMA.o
EXTI_Callback,.bss,24 (0x18),GPIO.o
DestArray512,.bss,512 (0x200),main.o
DestBufferA,.bss,1 (0x1),main.o
DestBufferB,.bss,1 (0x1),main.o
DestBuffer_DMA,.bss,1024 (0x400),main.o
IdleLoopCounter,.bss,4 (0x4),main.o
IndexCounter,.bss,4 (0x4),main.o
ListDest,.bss,24 (0x18),main.o
MySystemClock,.bss,4 (0x4),main.o
SourceArray512,.bss,512 (0x200),main.o
SourceBuffer_DMA,.bss,1024 (0x400),main.o
indexCounter,.bss,4 (0x4),main.o
Stack_top,.bss,1024 (0x400),startup.o
Systick_Callback,.bss,4 (0x4),SystickTimer.o
UART0_Callback,.bss,20 (0x14),UART.o
UART1_Callback,.bss,20 (0x14),UART.o
UART2_Callback,.bss,20 (0x14),UART.o
UART3_Callback,.bss,20 (0x14),UART.o
UART4_Callback,.bss,20 (0x14),UART.o
UART5_Callback,.bss,20 (0x14),UART.o
UART6_Callback,.bss,20 (0x14),UART.o
UART7_Callback,.bss,20 (0x14),UART.o
UARTDMA_RxFlag,.bss,1 (0x1),UART.o
UARTDMA_TxFlag,.bss,1 (0x1),UART.o
