Name,Type,Size,Location
GPIO_EnableAFSEL_GPTM,.text,240 (0xf0),GPIO.o
GPIO_EnableAFSEL_UART,.text,324 (0x144),GPIO.o
RegisterCallbackFunction,.text,64 (0x40),GPIO.o
__gcov_.RegisterCallbackFunction,.data,24 (0x18),GPIO.o
.LPBX0,.data,56 (0x38),GPIO.o
__gcov_.GPIO_EnableAFSEL_UART,.data,24 (0x18),GPIO.o
__gcov_.GPIO_EnableAFSEL_GPTM,.data,24 (0x18),GPIO.o
__gcov_.GPIO_WriteBitBandBits,.data,24 (0x18),GPIO.o
__gcov_.GPIO_ReadBitBandBits,.data,24 (0x18),GPIO.o
__gcov_.GPIO_ToggleBitBandBits,.data,24 (0x18),GPIO.o
__gcov_.GPIO_ConfigureInputPin,.data,24 (0x18),GPIO.o
__gcov_.GPIO_SetInputStatus,.data,24 (0x18),GPIO.o
__gcov_.GPIO_SetPinDirection,.data,24 (0x18),GPIO.o
__gcov_.GPIO_ConfigureOutputPin,.data,24 (0x18),GPIO.o
__gcov_.GPIO_ConfigureInterruptMask,.data,24 (0x18),GPIO.o
__gcov_.GPIO_EXTIClearInterrupt,.data,24 (0x18),GPIO.o
__gcov_.GPIO_ConfigureCommit,.data,24 (0x18),GPIO.o
__gcov_.GPIO_ConfigureDigitalEnable,.data,24 (0x18),GPIO.o
__gcov_.GPIO_ConfigurePortControl,.data,24 (0x18),GPIO.o
__gcov_.GPIO_ConfigureAnalogModeSelect,.data,24 (0x18),GPIO.o
__gcov_.GPIO_ConfigureAlternateFunctionSelect,.data,24 (0x18),GPIO.o
__gcov_.GPIO_TogglePinValue,.data,24 (0x18),GPIO.o
__gcov_.GPIO_SetData,.data,24 (0x18),GPIO.o
__gcov_.GPIO_SetPinStatus,.data,24 (0x18),GPIO.o
__gcov_.GPIO_EnableRunModeClockGateControl,.data,24 (0x18),GPIO.o
__gcov_.EXTIFIntHandler,.data,24 (0x18),GPIO.o
__gcov_.EXTIEIntHandler,.data,24 (0x18),GPIO.o
__gcov_.EXTIDIntHandler,.data,24 (0x18),GPIO.o
__gcov_.EXTICIntHandler,.data,24 (0x18),GPIO.o
__gcov_.EXTIBIntHandler,.data,24 (0x18),GPIO.o
__gcov_.EXTIAIntHandler,.data,24 (0x18),GPIO.o
.LPBX1,.data,108 (0x6c),GPIO.o
_sub_I_00100_0,.text,16 (0x10),GPIO.o
_sub_D_00100_1,.text,10 (0xa),GPIO.o
GPIO_ConfigurePin_PF2,.data,2 (0x2),GPIO_config.o
GPIO_ConfigurePin_PF3,.data,2 (0x2),GPIO_config.o
GPTM_EnableClkTimer,.text,256 (0x100),GPTM.o
GPTM_EnableTimer,.text,120 (0x78),GPTM.o
GPTM_DisableTimer,.text,120 (0x78),GPTM.o
GPTM_InitializePWM,.text,388 (0x184),GPTM.o
GPTM_GeneratePWM,.text,300 (0x12c),GPTM.o
GPTM_InitializeDelayMode,.text,276 (0x114),GPTM.o
GPTM_GenerateDelay,.text,304 (0x130),GPTM.o
__gcov_.GPTM_GenerateDelay,.data,24 (0x18),GPTM.o
.LPBX0,.data,56 (0x38),GPTM.o
__gcov_.GPTM_InitializeDelayMode,.data,24 (0x18),GPTM.o
__gcov_.GPTM_GeneratePWM,.data,24 (0x18),GPTM.o
__gcov_.GPTM_InitializePWM,.data,24 (0x18),GPTM.o
__gcov_.GPTM_DisableTimer,.data,24 (0x18),GPTM.o
__gcov_.GPTM_EnableTimer,.data,24 (0x18),GPTM.o
__gcov_.GPTM_EnableClkTimer,.data,24 (0x18),GPTM.o
.LPBX1,.data,28 (0x1c),GPTM.o
_sub_I_00100_0,.text,16 (0x10),GPTM.o
_sub_D_00100_1,.text,10 (0xa),GPTM.o
GPTM_Config_ArrPtrStruct,.data,48 (0x30),GPTM_config.o
HC05_Initialization,.text,76 (0x4c),HC-05.o
HC05_Initialization_DMA,.text,104 (0x68),HC-05.o
HC05_SendString_DMA,.text,136 (0x88),HC-05.o
HC05_ReceiveString_DMA,.text,136 (0x88),HC-05.o
HC05_ReadChar,.text,76 (0x4c),HC-05.o
HC05_WriteChar,.text,76 (0x4c),HC-05.o
HC05_WriteString,.text,112 (0x70),HC-05.o
__gcov_.HC05_WriteString,.data,24 (0x18),HC-05.o
.LPBX0,.data,56 (0x38),HC-05.o
__gcov_.HC05_WriteChar,.data,24 (0x18),HC-05.o
__gcov_.HC05_ReadChar,.data,24 (0x18),HC-05.o
__gcov_.HC05_ReceiveString_DMA,.data,24 (0x18),HC-05.o
__gcov_.HC05_SendString_DMA,.data,24 (0x18),HC-05.o
__gcov_.HC05_Initialization_DMA,.data,24 (0x18),HC-05.o
__gcov_.HC05_Initialization,.data,24 (0x18),HC-05.o
.LPBX1,.data,28 (0x1c),HC-05.o
_sub_I_00100_0,.text,16 (0x10),HC-05.o
_sub_D_00100_1,.text,10 (0xa),HC-05.o
charater1,.data,1 (0x1),main.o
ptr_charater1,.data,4 (0x4),main.o
ListA,.data,4 (0x4),main.o
ListB,.data,4 (0x4),main.o
ListC,.data,4 (0x4),main.o
ListD,.data,8 (0x8),main.o
ListE,.data,8 (0x8),main.o
ListF,.data,8 (0x8),main.o
SourceBufferUART,.data,8 (0x8),main.o
SourceIndexCounterDMA,.data,4 (0x4),main.o
SourceIndexCounterDMA356,.data,4 (0x4),main.o
unused_var1,.data,4 (0x4),main.o
unused_var2,.data,4 (0x4),main.o
unused_var3,.data,4 (0x4),main.o
unused_var4,.data,4 (0x4),main.o
UnusedFunc1,.text,88 (0x58),main.o
static_var.0,.data,4 (0x4),main.o
__gcov_.main,.data,24 (0x18),main.o
.LPBX0,.data,56 (0x38),main.o
__gcov_.UnusedFunc1,.data,24 (0x18),main.o
.LPBX1,.data,8 (0x8),main.o
_sub_I_00100_0,.text,16 (0x10),main.o
_sub_D_00100_1,.text,10 (0xa),main.o
NVIC_Set_Pending,.text,104 (0x68),NVIC.o
NVIC_Clear_Pending,.text,104 (0x68),NVIC.o
NVIC_SetPriorityGrouping,.text,84 (0x54),NVIC.o
NVIC_AssignPriority,.text,432 (0x1b0),NVIC.o
__gcov_.NVIC_AssignPriority,.data,24 (0x18),NVIC.o
.LPBX0,.data,56 (0x38),NVIC.o
__gcov_.NVIC_SetPriorityGrouping,.data,24 (0x18),NVIC.o
__gcov_.NVIC_Clear_Pending,.data,24 (0x18),NVIC.o
__gcov_.NVIC_Set_Pending,.data,24 (0x18),NVIC.o
__gcov_.NVIC_Clear_Interrupt,.data,24 (0x18),NVIC.o
__gcov_.NVIC_Enable_Interrupt,.data,24 (0x18),NVIC.o
.LPBX1,.data,24 (0x18),NVIC.o
_sub_I_00100_0,.text,16 (0x10),NVIC.o
_sub_D_00100_1,.text,10 (0xa),NVIC.o
__gcov_.Reset_Handler,.data,24 (0x18),startup.o
.LPBX0,.data,56 (0x38),startup.o
__gcov_.Default_Handler,.data,24 (0x18),startup.o
.LPBX1,.data,8 (0x8),startup.o
_sub_I_00100_0,.text,16 (0x10),startup.o
_sub_D_00100_1,.text,10 (0xa),startup.o
SC_EnableRunModeClockPWM,.text,76 (0x4c),SystemControl.o
SC_Initialization,.text,476 (0x1dc),SystemControl.o
SC_PWMClkIntialization,.text,148 (0x94),SystemControl.o
SC_GetPWMFrequency,.text,144 (0x90),SystemControl.o
SC_ADC_ClkIntialization,.text,72 (0x48),SystemControl.o
__gcov_.SC_ADC_ClkIntialization,.data,24 (0x18),SystemControl.o
.LPBX0,.data,56 (0x38),SystemControl.o
__gcov_.SC_GetPWMFrequency,.data,24 (0x18),SystemControl.o
__gcov_.SC_PWMClkIntialization,.data,24 (0x18),SystemControl.o
__gcov_.SC_GetSystemClock,.data,24 (0x18),SystemControl.o
__gcov_.SC_GetOscillatorValue,.data,24 (0x18),SystemControl.o
__gcov_.SC_Initialization,.data,24 (0x18),SystemControl.o
__gcov_.SC_EnableRunModeClockPWM,.data,24 (0x18),SystemControl.o
.LPBX1,.data,28 (0x1c),SystemControl.o
_sub_I_00100_0,.text,16 (0x10),SystemControl.o
_sub_D_00100_1,.text,10 (0xa),SystemControl.o
ConfigSystemSrc_PLL,.data,5 (0x5),SystemControl_Config.o
ConfigSystemSrc_PrecisionInternalOSC,.data,5 (0x5),SystemControl_Config.o
ConfigSystemSrc_PrecisionInternalOSC_DIV4,.data,5 (0x5),SystemControl_Config.o
PWM_Module0,.data,3 (0x3),SystemControl_Config.o
SystickHandler,.text,100 (0x64),SystickTimer.o
SysTickGenerateDelay_Polling,.text,268 (0x10c),SystickTimer.o
Systick_RegisterCallbackFunction,.text,56 (0x38),SystickTimer.o
Systick_ClearFlag,.text,56 (0x38),SystickTimer.o
__gcov_.Systick_ClearFlag,.data,24 (0x18),SystickTimer.o
.LPBX0,.data,56 (0x38),SystickTimer.o
__gcov_.SysTickGenerateDelay_Interrupt,.data,24 (0x18),SystickTimer.o
__gcov_.Systick_RegisterCallbackFunction,.data,24 (0x18),SystickTimer.o
__gcov_.SysTickGenerateDelay_Polling,.data,24 (0x18),SystickTimer.o
__gcov_.SysTickConfigureClockSource,.data,24 (0x18),SystickTimer.o
__gcov_.SysTickFrequencyGet,.data,24 (0x18),SystickTimer.o
__gcov_.SysTickDisable,.data,24 (0x18),SystickTimer.o
__gcov_.SysTickEnable,.data,24 (0x18),SystickTimer.o
__gcov_.SystickHandler,.data,24 (0x18),SystickTimer.o
.LPBX1,.data,36 (0x24),SystickTimer.o
_sub_I_00100_0,.text,16 (0x10),SystickTimer.o
_sub_D_00100_1,.text,10 (0xa),SystickTimer.o
UART_InterruptNum_Arr,.data,8 (0x8),UART.o
UART0_IntHandler,.text,352 (0x160),UART.o
UART1_IntHandler,.text,352 (0x160),UART.o
UART2_IntHandler,.text,352 (0x160),UART.o
UART3_IntHandler,.text,352 (0x160),UART.o
UART4_IntHandler,.text,352 (0x160),UART.o
UART5_IntHandler,.text,352 (0x160),UART.o
UART6_IntHandler,.text,352 (0x160),UART.o
UART7_IntHandler,.text,352 (0x160),UART.o
UART_Initialization,.text,324 (0x144),UART.o
UART_ConfigureInterruptSource,.text,332 (0x14c),UART.o
UART_TransmitChar_Polling,.text,148 (0x94),UART.o
UART_RecieveChar_Polling,.text,144 (0x90),UART.o
UART_TransmitChar_Interrupt,.text,152 (0x98),UART.o
UART_RecieveChar_Interrupt,.text,148 (0x94),UART.o
UART_Transmit_DMA,.text,204 (0xcc),UART.o
UART_Receive_DMA,.text,88 (0x58),UART.o
UART_DMA_Reload_PrimaryControlStructure,.text,136 (0x88),UART.o
UART_DMA_Reload_AlternateControlStructure,.text,136 (0x88),UART.o
UART_RecCharwTimeOut,.text,164 (0xa4),UART.o
UART0_RegisterCallbackFunction,.text,64 (0x40),UART.o
UART1_RegisterCallbackFunction,.text,64 (0x40),UART.o
UART2_RegisterCallbackFunction,.text,64 (0x40),UART.o
UART3_RegisterCallbackFunction,.text,64 (0x40),UART.o
UART4_RegisterCallbackFunction,.text,64 (0x40),UART.o
UART5_RegisterCallbackFunction,.text,64 (0x40),UART.o
UART6_RegisterCallbackFunction,.text,64 (0x40),UART.o
UART7_RegisterCallbackFunction,.text,64 (0x40),UART.o
__gcov_.UART7_RegisterCallbackFunction,.data,24 (0x18),UART.o
.LPBX0,.data,56 (0x38),UART.o
__gcov_.UART6_RegisterCallbackFunction,.data,24 (0x18),UART.o
__gcov_.UART5_RegisterCallbackFunction,.data,24 (0x18),UART.o
__gcov_.UART4_RegisterCallbackFunction,.data,24 (0x18),UART.o
__gcov_.UART3_RegisterCallbackFunction,.data,24 (0x18),UART.o
__gcov_.UART2_RegisterCallbackFunction,.data,24 (0x18),UART.o
__gcov_.UART1_RegisterCallbackFunction,.data,24 (0x18),UART.o
__gcov_.UART0_RegisterCallbackFunction,.data,24 (0x18),UART.o
__gcov_.UART_RecCharwTimeOut,.data,24 (0x18),UART.o
__gcov_.UART_DMA_Reload_AlternateControlStructure,.data,24 (0x18),UART.o
__gcov_.UART_DMA_Reload_PrimaryControlStructure,.data,24 (0x18),UART.o
__gcov_.UART_Receive_DMA,.data,24 (0x18),UART.o
__gcov_.UART_Transmit_DMA,.data,24 (0x18),UART.o
__gcov_.UART_RecieveChar_Interrupt,.data,24 (0x18),UART.o
__gcov_.UART_TransmitChar_Interrupt,.data,24 (0x18),UART.o
__gcov_.UART_RecieveChar_Polling,.data,24 (0x18),UART.o
__gcov_.UART_TransmitChar_Polling,.data,24 (0x18),UART.o
__gcov_.UART_ConfigureInterruptSource,.data,24 (0x18),UART.o
__gcov_.UART_Initialization,.data,24 (0x18),UART.o
__gcov_.UART7_IntHandler,.data,24 (0x18),UART.o
__gcov_.UART6_IntHandler,.data,24 (0x18),UART.o
__gcov_.UART5_IntHandler,.data,24 (0x18),UART.o
__gcov_.UART4_IntHandler,.data,24 (0x18),UART.o
__gcov_.UART3_IntHandler,.data,24 (0x18),UART.o
__gcov_.UART2_IntHandler,.data,24 (0x18),UART.o
__gcov_.UART1_IntHandler,.data,24 (0x18),UART.o
__gcov_.UART0_IntHandler,.data,24 (0x18),UART.o
.LPBX1,.data,108 (0x6c),UART.o
_sub_I_00100_0,.text,16 (0x10),UART.o
_sub_D_00100_1,.text,10 (0xa),UART.o
UARTChannel1_Config,.data,12 (0xc),UART_config.o
